sentenceA	sentenceB	label
"System Error Fixer bietet ein Spywareprogramm an, es öffnen sich unerwünschte Seiten auf dem Mozilla Firefox
            Browser, z.B. QUELLE.de , aber auch Handy- und sogar Sex-Seiten. Habe diese Probleme seit ca. 2 Wochen;
            gestern große Reinigungsaktion gestartet: 1. Ad-Aware, 2. SpyBot-S & D, 3. Bit-Defender, 4. Stinger, und
            jetzt bin ich beim HiJackThis angekommen. Kann mit den Log-Files nichts anfangen , werde sie versuchen zu
            posten und hoffe sehr auf Hilfe. Danke schon mal im Voraus! Logfile of Trend Micro HijackThis v2.0.2 [edit]
            bitte editiere zukünftig deine links, wie es dir u.a. hier angezeigt wird: Aktive Links und persönliche
            Informationen in HJT Log-Files danke GUA [LinkImg:(URL) [/edit]
        "	Bei der Installation eines neuen BIOS auf meiner Grafikkarte taucht unerwartet eine Schwierigkeit auf.	contradiction
Das wurde auch in der Hauptpflegestelle so gemacht.	Das passiert nur bei Spezialisten.	contradiction
"Hallo, folgende Frage: Kann es passieren, dass ein Trojaner/Virus oder ähnliches Schadprogramm sich heimlich
            aufs Mainboard flasht (also eine veränderte Firmware), und selbst nach OS-Neuinstallation dann wieder das
            System infiziert ? Und falls das passieren kann: Ist es nur von Windows aus möglich (also ein Schadprogramm,
            dass von Windows aus agiert), oder könnte es auch über Ubuntu passieren (falls das Schadprogramm root-Rechte
            erlangt) ? Wenn man zu 100% sicher sein will, muss man dann sein das Mainboard austauschen ?
        "	Virenfreier Computer hat Probleme beim Defragmentieren.	contradiction
The National Theater and Concert Hall, Tel. 01-7282333, im Allgemeinen bekannt als Megaron, befindet sich in Vas.	Das Megaron ist ein Bahnhof	contradiction
"Hallo zusammen, Ich habe mir gestern ein paar Programme(OpenOffice, TuneUp,....) heruntergeladen, dann
            schalte ich den Computer aus. Heute am Morgen sehe ich eine Datei auf meinem Desktop, mit Namen
            dfljsdjfldjsfsdf.dll.exe , ich wollte sie löschen, aber ging nicht. So nach 3 Stunden sagte Avira plötzlich
            es sei ein TR/Dldr.Zlob.gzy Nun kann ich die Datei weder mit Avira noch selbständig löschen..... Nun brauche
            ich wieder mal eure Hilfe LG Crusader
        "	Die Prozessorauslastung ist sehr hoch und die gestarteten Programme ruckeln.	contradiction
Ich ... ich kann mir nicht vorstellen, warum du so mit mir sprechen solltest, sagte sie, mit weniger als ihrer vorherigen sicherheit.	Sie wollte wissen, warum er kein einziges Wort mit ihr gesprochen hatte.	contradiction
Und der quixotische Narr gerät aufgrund von uns in diesem Augenblick in Gefahr.	Er wird morgen wieder in Gefahr geraten.	neutral
Diejenigen mit geringer Nachfrage (im Durchschnitt 1300 Einheiten pro Woche) und hohe Nachfrage Variation (Cv = 1,3).	Es gibt zwei durch unterschiedliche Anforderungen bestimmte Gruppen.	entailment
Danke, dass Sie das Kunstmuseum in Indianapolis 1999 unterstützt haben.	Danke, aber nein danke, dass du 1999 auf deine Spenden verzichtet hast.	contradiction
um-hum finden Sie, dass Sie uh uh enttäuscht oder zufrieden sind mit uh äh der Leistung sowie Netzabdeckung von Nachrichten	Ich denke, die Netzwerke drehen die Nachrichten so, damit du denkst, was sie wollen, dass du denkst.	neutral
Was ich von Ihnen halte, sollte Sie nicht weiter kümmern, Sir. Dies war ein entwaffnender Schlag.	Vielleicht interessiert es dich, was ich über dich denke.	neutral
Also such ich, finde heraus wo Ramona ist und rufe sie dort an.	Ich ignorierte Ramona.	contradiction
Und, äh, sie sind in die Innenstadt gezogen, und da war, äh, und es ist immer noch so in Augusta, diese große Straße in der Innenstadt hieß Broad Street, und es war wirklich nur diese breite Straße in einer Innenstadt.	Sie verließen Augusta und gingen nach Atlanta.	contradiction
"hi, wie mir counter spy sagt, habe ich mir anscheinend den virtumonde-virus eingefangen, bringe ihn aber
            damit nicht weg. mein problem äussert sich insofern, dass sich bei allen anwendungen der explorer alle paar
            sekunden aufhängt, alles verschwindet, einen schwarzen bildschirm zurücklässt und ich nur noch in dem
            fenster arbeiten kann, in dem ich mich gerade befinde. auch wenn ich den explorer im taskmanager starte,
            bleibt es nicht lang so.
        "	Während dem Hochfahren des Computers, zeigt dieser einen Fehler an.	contradiction
"Hallo , da mein Pc (4200+ x², 4 Gb Ram) mit dem Catalyst 8.6 beim Starten oft Bluescreens verursachte, wollte
            ich mit dem @bios tool das f5 bios aufspielen. dabei brach das programm mit '' alloc kernel memory failure
            '' ab. ich habe darauf nod32 vollständig runtergeschmissen. (soll wohl das flashen nicht erlauben) nun lief
            das programm einmal langsam bis auf 100%, er hat also etwas geflasht. nach erreichen der 100% kommt nun
            selbiger fehler wie oben, sodass ich im moment etwas angst habe, den rechner neu zustarten. könnt ihr mir
            einen tip geben, was ich nun tun soll? mfg
        "	Beim Aufrufen des p5q deluxe Sammelthreads bekomme ich eine Virenmeldung.	contradiction
heutzutage gibt es kaum noch Spuren davon in Peking.	Sie können nicht viel von der ursprünglichen Farbe in Peking sehen.	neutral
"Hi Leute, Also wenn ich mein Pc starte kommt ganz normal alles wie es komme muss aufeinmal steht dann da.
            American Megatrends (das steht als überschrift da) 3rd Master Hard Disk: S.M.A.R.T. Status Bad, Backup and
            Replace Press F1 to Resume wenn ich dann F1 drücke fährt er sich wie gewohnt rauf zur auswahl der
            Benutzerkonten .. Was bedeutet das ? habe dieses Problem seit ein paar Tagen, liegt es vl dran da ich ein
            bischen an meine Pc gerüttelt habe ? denn irgend ein Kabel streifte irgend einen Ventilator ..
        "	Mein Motherboard soll fortwährend auf GB-LAN eingestellt werden.	contradiction
"Hallo Leute! Ein Bekannter von mir hat folgendes Problem: Immer wenn er mit Kaspersky seine Festplatte auf
            Viren überprüft bekommt er einen Blue Screen mit Error 77 bzw. 77a angezeigt. Er hat gehört das dieses auf
            eine defekte Festplatte hinweist. Allerdings erreicht sein Prozessor unter Last 67°C und das Problem tritt
            auch sporadisch bei Spielen und im Sommer wenn das Dachgeschoss ohnehin schon warm ist auf. Habt Ihr dort
            eine Idee bzw. Lösungsvorschlag um den Fehler zu beheben? Mfg wiesenpieper
        "	Schwierigkeiten beim Hochfahren des Betriebssystems	contradiction
Wie konnte ich sie in aller Ehrlichkeit inhaftieren? Es war darüber hinaus.	Ich verhaftete sie, sobald ich sie sah.	contradiction
"Hi Leute, Also wenn ich mein Pc starte kommt ganz normal alles wie es komme muss aufeinmal steht dann da.
            American Megatrends (das steht als überschrift da) 3rd Master Hard Disk: S.M.A.R.T. Status Bad, Backup and
            Replace Press F1 to Resume wenn ich dann F1 drücke fährt er sich wie gewohnt rauf zur auswahl der
            Benutzerkonten .. Was bedeutet das ? habe dieses Problem seit ein paar Tagen, liegt es vl dran da ich ein
            bischen an meine Pc gerüttelt habe ? denn irgend ein Kabel streifte irgend einen Ventilator ..
        "	"Wird die Hard Disk mit dem Programm Kaspersky gescannt, können die Fehler Blue Screen 77 und 77a beseitigt
            werden.
        "	contradiction
Das ist warum ich die Universität nicht beendet habe, weil ich nie die Bücher gelesen habe die ich lesen sollte	Ich bin 2002 von der Schule geflogen.	neutral
Ich habe dies in einem Brief an Dr. gemeldet, es schien ihn zu amüsieren und er hat mir ein Früchtebrot zu Weihnachten geschickt.	Ich bin sicher, dass der Arzt den Brief erhalten hat, den ich ihm geschickt habe.	entailment
Ich ging voran und nahm das Gepäck und ging zu der Adresse, so wie ich sollte.	Ich nahm die Tasche zu seiner Wohnung.	neutral
"Hallo, habe mir ein Asus P5Q geholt und am Anfang lief alles prima. Hab mir direkt ausm Netz von der Asus
            Seite die neusten Chipsatztreiber geholt und installiert. Nach dem reboot sind die USB-Ports wie tot Beim
            hochfahren gehen sie, sprich Hardwaredefekt liegt keiner vor. Sobald der Windowsladebildschirm kommt. Geht
            die Maus aus und nichts geht mehr. Hab dann mit der Tastatur mal im Hardwaremanager geguckt und siehe da bei
            USB-Port-Hub sind überall Ausrufungszeichen. Wenn ich dann von dann die USB Treiber manuell installieren
            will steht nur da. Sie haben WinXP SP2 sie brauchen diese Treiber nicht. System: Asus P5Q E8400 Ati 3850 2
            GB G-Data Vitesta Ram Hoffe jemand kann mir da helfen. Vielen Dank im vorarus!
        "	Auch bei einem neuen PC sind ohne geöffnete Fenster alle CPUs ausgelastet und der Computer stockt.	contradiction
Wie wir alle wissen, gibt es eine enorme Anzahl von Publikationen, die sich mit hochspezialisierten Bereichen befassen.	Es gibt nur zwei Zeitschriften.	contradiction
Und warum sind diese besser?--Hast du Angst vor einem tölpelhaften Barbados-Pflanzer? Was ist los mit dir, Peter? Ich habe nicht gewusst, dass du davor Angst hast. Eine Waffe dröhnte hinter ihnen.	Ich hatte nie gewusst, dass Peter Angst hatte.	entailment
Die Verbindung von Geldnamen mit anderen Gewichten ist Ouguiya (Mauretanien), was Unze bedeutet.	Andere Währungen verwenden ebenfalls Gewichtungsnamen für ihre Maßeinheit.	neutral
"CPU:Intel Q6600 Board:ASUS maximus extreme Ram:1gb osx Fp:Westerndigital 160gb s-ata Gk:Geforce 8800GTX
            Windows XP PS3 Ich habe heute alles zusammengebaut, aber aheb folgende probleme... 1.Der PC brauch ca
            5-10min zum booten. 2.Nach dem Starten hängt der pc sich ständig auf. 3.Bei dem Prog Pobre2 wird angezeigt
            der die Dram & Dram ref zu niedrig sind 4.beim booten wird ''Pri Master Hard Disk : S.M.A.R.T. Status
            BAD, Backup and Replace Press F1 to Resume.'' wenn ich denn F1 drücke fährt der pc weiter hoch. MFG (bitte
            um schnelle antwort)
        "	Die zentrale Platine des Computers soll permanent auf Gigabit Ethernet gestellt werden.	contradiction
"hi folgendes problem: Hab im windows mit der nvidia software versucht ein bios update durchzuführen. Hab
            vorher natürlich ein bios backup gemacht. beim aufspieln des neuen bios kam dann eine fehlermeldung. Bios
            konnte nicht initalisiert werden. Ich hab dann noch 2 andere versionen versucht zu installieren jedoch ohne
            erfolg. Dann wollte ich das backup wieder aufspielen, doch auch das wurde verweigert. Dann hab ich neustart
            gemacht, ohne erfolg. cmos jumper... ohne erfolg ..,. batterie raus hilft auch nix... was nun ????????
            Hilfe!!!!!!!!!!!!!!!!!!!!!!!!!! danke schonmal opa.oi
        "	Soll der Computer neu gebootet werden, obwohl ein Fehler nach der Aktualisierung des BIOS gemeldet wird?	contradiction
Woodwards ist wahrscheinlich der beste Blick, den wir auf Colin Powells Psyche bekommen.	Woodward hat einen interessanten Einblick auf Coli Powells Privatleben und enthüllt viele verschiedene Geheimnisse in seinem letzten Buch.	neutral
"Hallo Leute! Ich habe mir vor ein paar Tagen einen neuen PC gekauft. Hier einmal die Daten: Intel Core 2 Quad
            Q6600 4* 2,40 GhZ ASUS P5N-D Motherboard Geforce 9600 GT SLI 4 GB Ram Windows Vista 64 Bit und falls auch
            relevant: Kasoersky Internet Security 7.0 So und jetzt zu meinem Problem. Ich bin am Desktop und schau auf
            die Prozessorauslastung und bei allen 4 Kernen sind 2 Stellige Prozentbereiche obwohl ich nichts mache, ich
            bin nur am Desktop. Im Moment waren es gerade bei allen 4 Kernen mehr als 30% Egal was ich mache es ist nur
            am Stocken, selbst wenn ich nen Ordner öffne. So ich bitte um eure Hilfe und zahlreiche Antworten. MFG Sylar
        "	Ein Trojaner kann nicht entfernt werden	contradiction
"Hallo Leute! Ich habe mir vor ein paar Tagen einen neuen PC gekauft. Hier einmal die Daten: Intel Core 2 Quad
            Q6600 4* 2,40 GhZ ASUS P5N-D Motherboard Geforce 9600 GT SLI 4 GB Ram Windows Vista 64 Bit und falls auch
            relevant: Kasoersky Internet Security 7.0 So und jetzt zu meinem Problem. Ich bin am Desktop und schau auf
            die Prozessorauslastung und bei allen 4 Kernen sind 2 Stellige Prozentbereiche obwohl ich nichts mache, ich
            bin nur am Desktop. Im Moment waren es gerade bei allen 4 Kernen mehr als 30% Egal was ich mache es ist nur
            am Stocken, selbst wenn ich nen Ordner öffne. So ich bitte um eure Hilfe und zahlreiche Antworten. MFG Sylar
        "	Deswegen ist der Versand bei DHL so teuer.	contradiction
Ich hoffe das Sie ein Mitwirkender bleiben und darüber nachdenken dieses Jahr ihr Geschenk auf $25 zu erhöhen für unseres 25- jährigen Geschichtserzählen.	Dein Geschenk letztes Jahr war $33.	neutral
Einerseits ist die Gemeinschaftsarbeit besser geworden, andererseits aber schlechter.	Die Mittel für gemeinsame Maßnahmen sind mehr geworden, aber auch der Verwaltungsaufwand ist gestiegen.	neutral
Ich weiß nicht, aber ich denke immer noch daran, als sie mir auf dem Land sagte, dass ich sei wie	Es ist mitten in der Stadt.	contradiction
Er war nach Pakistan gereist, wurde aber aufgeregt als er gefragt wurde ob er in Pakistan in die nahe gelegenen Länder gereist sei (Pakistan war der übliche Weg zu den Trainingslagern in Afghanistan).	Das Training in Afghanistan beinhaltete Nahkampftraining. 	neutral
Die Wörterbücher die ich überprüft habe sind still - also falsch, denke ich - in diesen Sinnen.	Wörterbücher erläutern diese Themen gewöhnlich sehr ausführlich.	contradiction
"Hallo Leute! Ich habe mir vor ein paar Tagen einen neuen PC gekauft. Hier einmal die Daten: Intel Core 2 Quad
            Q6600 4* 2,40 GhZ ASUS P5N-D Motherboard Geforce 9600 GT SLI 4 GB Ram Windows Vista 64 Bit und falls auch
            relevant: Kasoersky Internet Security 7.0 So und jetzt zu meinem Problem. Ich bin am Desktop und schau auf
            die Prozessorauslastung und bei allen 4 Kernen sind 2 Stellige Prozentbereiche obwohl ich nichts mache, ich
            bin nur am Desktop. Im Moment waren es gerade bei allen 4 Kernen mehr als 30% Egal was ich mache es ist nur
            am Stocken, selbst wenn ich nen Ordner öffne. So ich bitte um eure Hilfe und zahlreiche Antworten. MFG Sylar
        "	Bei der Defragmentierung meines virenfreien Rechners tauchen Schwierigkeiten auf.	contradiction
Ich weiß nicht ob er danach in Augusta geblieben ist.	Er wohnte weiterhin in Augusta.	entailment
Er wechselte zu Lord Julian.	Er gab Lord Julian eine große Umarmung.	contradiction
"System Error Fixer bietet ein Spywareprogramm an, es öffnen sich unerwünschte Seiten auf dem Mozilla Firefox
            Browser, z.B. QUELLE.de , aber auch Handy- und sogar Sex-Seiten. Habe diese Probleme seit ca. 2 Wochen;
            gestern große Reinigungsaktion gestartet: 1. Ad-Aware, 2. SpyBot-S & D, 3. Bit-Defender, 4. Stinger, und
            jetzt bin ich beim HiJackThis angekommen. Kann mit den Log-Files nichts anfangen , werde sie versuchen zu
            posten und hoffe sehr auf Hilfe. Danke schon mal im Voraus! Logfile of Trend Micro HijackThis v2.0.2 [edit]
            bitte editiere zukünftig deine links, wie es dir u.a. hier angezeigt wird: Aktive Links und persönliche
            Informationen in HJT Log-Files danke GUA [LinkImg:(URL) [/edit]
        "	Mein PC ist von einem Trojaner befallen.	contradiction
